"path","role","proposed_action","reason","size_bytes","last_modified"
"components\cat-2\c2-m-whatsapp-message-automation\output-samples\success-whatsapp-cloud-api.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","2313","2026-05-26 18:01:14"
"components\cat-2\c2-m-whatsapp-message-automation\test-payloads\manual-whatsapp.valid.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","1016","2026-05-26 17:48:01"
"components\cat-2\c2-m-whatsapp-message-automation\test-payloads\missing-message-body.invalid.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","742","2026-05-26 17:48:01"
"components\cat-2\c2-m-whatsapp-message-automation\test-payloads\missing-provider.invalid.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","658","2026-05-26 17:48:01"
"components\cat-2\c2-m-whatsapp-message-automation\test-payloads\missing-recipient-phone.invalid.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","732","2026-05-26 17:48:01"
"components\cat-2\c2-m-whatsapp-message-automation\test-payloads\not-approved.invalid.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","813","2026-05-26 17:48:01"
"components\cat-2\c2-m-whatsapp-message-automation\test-payloads\twilio-whatsapp.valid.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","1170","2026-05-26 17:48:01"
"components\cat-2\c2-m-whatsapp-message-automation\test-payloads\upstream-failed.invalid.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","720","2026-05-26 17:48:01"
"components\cat-2\c2-m-whatsapp-message-automation\test-payloads\wati-handoff.valid.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","1157","2026-05-26 17:48:01"
"components\cat-2\c2-m-whatsapp-message-automation\test-payloads\whatsapp-cloud-api.valid.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","1231","2026-05-26 17:48:01"
"components\cat-2\c2-m-whatsapp-message-automation\test-payloads\whatsapp-not-requested.invalid.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","622","2026-05-26 17:48:01"
"components\cat-2\c2-m-whatsapp-message-automation\workflows\c2-m-core-whatsapp-message-automation-v1.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","15739","2026-05-26 17:57:20"
"components\cat-2\c2-n-csv-excel-parser\README.md","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","5722","2026-05-26 01:49:45"
"components\cat-2\c2-n-csv-excel-parser\output-samples\error-missing-field-map.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","716","2026-05-26 01:50:44"
"components\cat-2\c2-n-csv-excel-parser\output-samples\error-missing-rows.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","706","2026-05-26 01:50:44"
"components\cat-2\c2-n-csv-excel-parser\output-samples\error-parser-not-requested.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","725","2026-05-26 01:50:44"
"components\cat-2\c2-n-csv-excel-parser\output-samples\error-upstream-action-failed.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","814","2026-05-26 01:50:44"
"components\cat-2\c2-n-csv-excel-parser\output-samples\success-csv-rows.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","2776","2026-05-26 01:50:44"
"components\cat-2\c2-n-csv-excel-parser\output-samples\success-excel-rows.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","2506","2026-05-26 01:50:44"
"components\cat-2\c2-n-csv-excel-parser\output-samples\success-messy-rows.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","2486","2026-05-26 01:50:44"
"components\cat-2\c2-n-csv-excel-parser\test-payloads\csv-rows.valid.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","1524","2026-05-26 01:32:03"
"components\cat-2\c2-n-csv-excel-parser\test-payloads\excel-rows.valid.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","1359","2026-05-26 01:32:03"
"components\cat-2\c2-n-csv-excel-parser\test-payloads\messy-rows.valid.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","1273","2026-05-26 01:32:03"
"components\cat-2\c2-n-csv-excel-parser\test-payloads\missing-field-map.invalid.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","566","2026-05-26 01:32:03"
"components\cat-2\c2-n-csv-excel-parser\test-payloads\missing-rows.invalid.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","528","2026-05-26 01:32:03"
"components\cat-2\c2-n-csv-excel-parser\test-payloads\parser-not-requested.invalid.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","632","2026-05-26 01:32:03"
"components\cat-2\c2-n-csv-excel-parser\test-payloads\upstream-failed.invalid.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","665","2026-05-26 01:32:03"
"components\cat-2\c2-n-csv-excel-parser\workflows\c2-n-core-csv-excel-parser-v1.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","13121","2026-05-26 01:47:22"
"components\cat-2\c2-o-human-approval-gate\README.md","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","3875","2026-05-25 16:47:07"
"components\cat-2\c2-o-human-approval-gate\output-samples\error-approval-not-requested.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","805","2026-05-25 16:46:05"
"components\cat-2\c2-o-human-approval-gate\output-samples\error-missing-reviewer.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","737","2026-05-25 16:46:05"
"components\cat-2\c2-o-human-approval-gate\output-samples\error-upstream-action-failed.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","809","2026-05-25 16:46:05"
"components\cat-2\c2-o-human-approval-gate\output-samples\success-campaign-approval.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","1141","2026-05-25 16:46:05"
"components\cat-2\c2-o-human-approval-gate\output-samples\success-content-approval.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","1220","2026-05-25 16:46:05"
"components\cat-2\c2-o-human-approval-gate\test-payloads\approval-not-requested.invalid.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","731","2026-05-25 16:34:44"
"components\cat-2\c2-o-human-approval-gate\test-payloads\campaign-approval.valid.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","901","2026-05-25 16:34:44"
"components\cat-2\c2-o-human-approval-gate\test-payloads\content-approval.valid.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","979","2026-05-25 16:34:44"
"components\cat-2\c2-o-human-approval-gate\test-payloads\missing-reviewer.invalid.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","680","2026-05-25 16:34:44"
"components\cat-2\c2-o-human-approval-gate\test-payloads\upstream-failed.invalid.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","784","2026-05-25 16:34:44"
"components\cat-2\c2-o-human-approval-gate\workflows\c2-o-core-human-approval-gate-v1.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","9784","2026-05-25 16:44:40"
"components\cat-2\c2-o2-approval-response-capture\README.md","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","5247","2026-05-25 22:38:55"
"components\cat-2\c2-o2-approval-response-capture\output-samples\error-approval-response-not-requested.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","578","2026-05-25 22:39:54"
"components\cat-2\c2-o2-approval-response-capture\output-samples\error-invalid-decision.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","589","2026-05-25 22:39:54"
"components\cat-2\c2-o2-approval-response-capture\output-samples\error-missing-response.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","561","2026-05-25 22:39:54"
"components\cat-2\c2-o2-approval-response-capture\output-samples\error-upstream-action-failed.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","668","2026-05-25 22:39:54"
"components\cat-2\c2-o2-approval-response-capture\output-samples\success-approve-response.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","1259","2026-05-25 22:39:54"
"components\cat-2\c2-o2-approval-response-capture\output-samples\success-reject-response.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","1263","2026-05-25 22:39:54"
"components\cat-2\c2-o2-approval-response-capture\output-samples\success-revise-response.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","1279","2026-05-25 22:39:54"
"components\cat-2\c2-o2-approval-response-capture\test-payloads\approval-response-not-requested.invalid.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","799","2026-05-25 22:30:34"
"components\cat-2\c2-o2-approval-response-capture\test-payloads\approve-response.valid.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","1307","2026-05-25 22:30:34"
"components\cat-2\c2-o2-approval-response-capture\test-payloads\invalid-decision.invalid.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","822","2026-05-25 22:30:34"
"components\cat-2\c2-o2-approval-response-capture\test-payloads\missing-response.invalid.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","669","2026-05-25 22:30:34"
"components\cat-2\c2-o2-approval-response-capture\test-payloads\reject-response.valid.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","1318","2026-05-25 22:30:34"
"components\cat-2\c2-o2-approval-response-capture\test-payloads\revise-response.valid.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","1314","2026-05-25 22:30:34"
"components\cat-2\c2-o2-approval-response-capture\test-payloads\upstream-failed.invalid.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","912","2026-05-25 22:30:34"
"components\cat-2\c2-o2-approval-response-capture\workflows\c2-o2-core-approval-response-capture-v1.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","10933","2026-05-25 22:35:41"
"components\cat-2\c2-p-suppression-opt-out-guard\README.md","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","5103","2026-05-25 21:52:39"
"components\cat-2\c2-p-suppression-opt-out-guard\output-samples\error-suppression-not-requested.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","718","2026-05-25 21:53:05"
"components\cat-2\c2-p-suppression-opt-out-guard\output-samples\error-upstream-action-failed.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","824","2026-05-25 21:53:05"
"components\cat-2\c2-p-suppression-opt-out-guard\output-samples\success-allowed-contact.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","646","2026-05-25 21:53:05"
"components\cat-2\c2-p-suppression-opt-out-guard\output-samples\success-blocked-domain.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","689","2026-05-25 21:53:05"
"components\cat-2\c2-p-suppression-opt-out-guard\output-samples\success-blocked-suppression-email.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","894","2026-05-25 21:53:05"
"components\cat-2\c2-p-suppression-opt-out-guard\output-samples\success-manual-review-unknown-consent.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","714","2026-05-25 21:53:05"
"components\cat-2\c2-p-suppression-opt-out-guard\test-payloads\allowed-contact.valid.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","1012","2026-05-25 21:41:56"
"components\cat-2\c2-p-suppression-opt-out-guard\test-payloads\blocked-domain.valid.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","1024","2026-05-25 21:41:56"
"components\cat-2\c2-p-suppression-opt-out-guard\test-payloads\blocked-suppression-email.valid.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","1208","2026-05-25 21:41:56"
"components\cat-2\c2-p-suppression-opt-out-guard\test-payloads\manual-review-unknown-consent.valid.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","999","2026-05-25 21:41:56"
"components\cat-2\c2-p-suppression-opt-out-guard\test-payloads\suppression-not-requested.invalid.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","783","2026-05-25 21:41:56"
"components\cat-2\c2-p-suppression-opt-out-guard\test-payloads\upstream-failed.invalid.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","855","2026-05-25 21:41:56"
"components\cat-2\c2-p-suppression-opt-out-guard\workflows\c2-p-core-suppression-opt-out-guard-v1.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","11268","2026-05-25 21:49:49"
"components\cat-2\c2-q-publishing-adapter-family\README.md","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","6947","2026-05-26 18:57:41"
"components\cat-2\c2-q-publishing-adapter-family\output-samples\error-missing-body.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","571","2026-05-26 18:58:53"
"components\cat-2\c2-q-publishing-adapter-family\output-samples\error-missing-platform.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","580","2026-05-26 18:58:53"
"components\cat-2\c2-q-publishing-adapter-family\output-samples\error-not-approved.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","612","2026-05-26 18:58:53"
"components\cat-2\c2-q-publishing-adapter-family\output-samples\error-platform-not-allowed.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","772","2026-05-26 18:58:53"
"components\cat-2\c2-q-publishing-adapter-family\output-samples\error-publishing-not-requested.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","591","2026-05-26 18:58:53"
"components\cat-2\c2-q-publishing-adapter-family\output-samples\error-upstream-action-failed.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","688","2026-05-26 18:58:53"
"components\cat-2\c2-q-publishing-adapter-family\output-samples\success-linkedin-post.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","2521","2026-05-26 18:58:53"
"components\cat-2\c2-q-publishing-adapter-family\output-samples\success-manual-publish.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","1808","2026-05-26 18:58:53"
"components\cat-2\c2-q-publishing-adapter-family\output-samples\success-webflow-cms.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","2082","2026-05-26 18:58:53"
"components\cat-2\c2-q-publishing-adapter-family\output-samples\success-wordpress-blog.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","2548","2026-05-26 18:58:53"
"components\cat-2\c2-q-publishing-adapter-family\output-samples\success-x-twitter-post.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","1954","2026-05-26 18:58:53"
"components\cat-2\c2-q-publishing-adapter-family\test-payloads\linkedin-post.valid.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","1521","2026-05-26 18:44:28"
"components\cat-2\c2-q-publishing-adapter-family\test-payloads\manual-publish.valid.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","1149","2026-05-26 18:44:28"
"components\cat-2\c2-q-publishing-adapter-family\test-payloads\missing-body.invalid.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","580","2026-05-26 18:44:28"
"components\cat-2\c2-q-publishing-adapter-family\test-payloads\missing-platform.invalid.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","578","2026-05-26 18:44:28"
"components\cat-2\c2-q-publishing-adapter-family\test-payloads\not-approved.invalid.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","603","2026-05-26 18:44:28"
"components\cat-2\c2-q-publishing-adapter-family\test-payloads\platform-not-allowed.invalid.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","697","2026-05-26 18:44:28"
"components\cat-2\c2-q-publishing-adapter-family\test-payloads\publishing-not-requested.invalid.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","598","2026-05-26 18:44:28"
"components\cat-2\c2-q-publishing-adapter-family\test-payloads\upstream-failed.invalid.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","607","2026-05-26 18:44:28"
"components\cat-2\c2-q-publishing-adapter-family\test-payloads\webflow-cms.valid.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","1431","2026-05-26 18:44:28"
"components\cat-2\c2-q-publishing-adapter-family\test-payloads\wordpress-blog.valid.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","1690","2026-05-26 18:44:28"
"components\cat-2\c2-q-publishing-adapter-family\test-payloads\x-twitter-post.valid.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","1304","2026-05-26 18:44:28"
"components\cat-2\c2-q-publishing-adapter-family\workflows\c2-q-core-publishing-adapter-family-v1.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","17195","2026-05-26 18:53:00"
"components\cat-3\c3-d-e-signature-flow\README.md","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","350","2026-05-25 21:39:26"
"components\cat-3\c3-e-document-invoice-generation\README.md","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","380","2026-05-25 21:39:26"
"components\cat-3\c3-f-delivery-tracking\README.md","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","357","2026-05-25 21:39:26"
"components\cat-3\c3-g-subscription-billing-engine\README.md","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","373","2026-05-25 21:39:26"
"components\cat-3\c3-h-payment-to-onboarding\README.md","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","384","2026-05-25 21:39:26"
"components\cat-3\c3-i-welcome-sequence\README.md","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","367","2026-05-25 21:39:26"
"components\cat-4\c4-a-ai-classification-pipeline\README.md","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","7416","2026-05-26 02:41:42"
"components\cat-4\c4-a-ai-classification-pipeline\output-samples\error-classification-not-requested.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","587","2026-05-26 02:42:34"
"components\cat-4\c4-a-ai-classification-pipeline\output-samples\error-missing-client-profile.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","586","2026-05-26 02:42:34"
"components\cat-4\c4-a-ai-classification-pipeline\output-samples\error-upstream-action-failed.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","670","2026-05-26 02:42:34"
"components\cat-4\c4-a-ai-classification-pipeline\output-samples\success-manual-review-classification.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","2019","2026-05-26 02:42:34"
"components\cat-4\c4-a-ai-classification-pipeline\output-samples\success-qualified-lead-classification.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","2126","2026-05-26 02:42:34"
"components\cat-4\c4-a-ai-classification-pipeline\output-samples\success-spam-classification.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","2000","2026-05-26 02:42:34"
"components\cat-4\c4-a-ai-classification-pipeline\output-samples\success-support-request-classification.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","2148","2026-05-26 02:42:34"
"components\cat-4\c4-a-ai-classification-pipeline\test-payloads\classification-not-requested.invalid.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","932","2026-05-26 02:24:10"
"components\cat-4\c4-a-ai-classification-pipeline\test-payloads\manual-review-classification.valid.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","2023","2026-05-26 02:24:10"
"components\cat-4\c4-a-ai-classification-pipeline\test-payloads\missing-client-profile.invalid.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","792","2026-05-26 02:24:10"
"components\cat-4\c4-a-ai-classification-pipeline\test-payloads\qualified-lead-classification.valid.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","2440","2026-05-26 02:24:10"
"components\cat-4\c4-a-ai-classification-pipeline\test-payloads\spam-classification.valid.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","1882","2026-05-26 02:24:10"
"components\cat-4\c4-a-ai-classification-pipeline\test-payloads\support-request-classification.valid.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","1986","2026-05-26 02:24:10"
"components\cat-4\c4-a-ai-classification-pipeline\test-payloads\upstream-failed.invalid.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","957","2026-05-26 02:24:10"
"components\cat-4\c4-a-ai-classification-pipeline\workflows\c4-a-core-ai-classification-pipeline-v1.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","24212","2026-05-26 02:39:11"
"components\cat-4\c4-b-ai-extraction-parser\README.md","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","7308","2026-05-26 12:17:08"
"components\cat-4\c4-b-ai-extraction-parser\output-samples\error-extraction-not-requested.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","579","2026-05-26 12:17:41"
"components\cat-4\c4-b-ai-extraction-parser\output-samples\error-missing-client-profile.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","582","2026-05-26 12:17:41"
"components\cat-4\c4-b-ai-extraction-parser\output-samples\error-missing-raw-text.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","584","2026-05-26 12:17:41"
"components\cat-4\c4-b-ai-extraction-parser\output-samples\error-upstream-action-failed.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","669","2026-05-26 12:17:41"
"components\cat-4\c4-b-ai-extraction-parser\output-samples\success-inbound-lead-text.json","COMPONENT_LOCAL_DOC_OR_ARTIFACT","KEEP_LOCAL","Component-local README, workflow, payload, or output sample.","2596","2026-05-26 12:17:41"
